NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG (2025),PEMINAT (2024),JENIS PORTOFOLIO,RASIO KEKETATAN,PRESENTASE (%)
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111039,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,30,62,Sendratasik,0.4838709677419355,48.38709677419355
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111040,BIMBINGAN DAN KONSELING,Sarjana,42,665,Tidak Ada,0.06315789473684211,6.315789473684211
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111041,PENDIDIKAN KHUSUS,Sarjana,32,81,Tidak Ada,0.3950617283950617,39.50617283950617
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111042,ILMU PEMERINTAHAN,Sarjana,57,574,Tidak Ada,0.09930313588850175,9.930313588850174
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111049,PETERNAKAN,Sarjana,40,101,Tidak Ada,0.39603960396039606,39.603960396039604
UNIVERSITAS SULTAN AGENG TIRTAYASA,13111050,STATISTIKA,Sarjana,20,132,Tidak Ada,0.15151515151515152,15.151515151515152
UNIVERSITAS SULTAN AGENG TIRTAYASA,13113044,AKUNTANSI,Diploma Tiga,37,103,Tidak Ada,0.3592233009708738,35.92233009708738
UNIVERSITAS SULTAN AGENG TIRTAYASA,13113045,PERBANKAN DAN KEUANGAN,Diploma Tiga,37,134,Tidak Ada,0.27611940298507465,27.611940298507463
UNIVERSITAS SULTAN AGENG TIRTAYASA,13113047,MANAJEMEN PEMASARAN,Diploma Tiga,37,134,Tidak Ada,0.27611940298507465,27.611940298507463
UNIVERSITAS SULTAN AGENG TIRTAYASA,13113048,PERPAJAKAN,Diploma Tiga,37,149,Tidak Ada,0.2483221476510067,24.832214765100673
UNIVERSITAS INDONESIA,13211001,PENDIDIKAN DOKTER,Sarjana,60,1720,Tidak Ada,0.03488372093023256,3.488372093023256
UNIVERSITAS INDONESIA,13211002,PENDIDIKAN DOKTER GIGI,Sarjana,36,504,Tidak Ada,0.07142857142857142,7.142857142857142
UNIVERSITAS INDONESIA,13211003,MATEMATIKA,Sarjana,20,243,Tidak Ada,0.0823045267489712,8.23045267489712
UNIVERSITAS INDONESIA,13211004,FISIKA,Sarjana,28,134,Tidak Ada,0.208955223880597,20.8955223880597
UNIVERSITAS INDONESIA,13211005,KIMIA,Sarjana,28,237,Tidak Ada,0.11814345991561181,11.814345991561181
UNIVERSITAS INDONESIA,13211006,BIOLOGI,Sarjana,24,165,Tidak Ada,0.14545454545454545,14.545454545454545
UNIVERSITAS INDONESIA,13211007,FARMASI,Sarjana,36,779,Tidak Ada,0.04621309370988447,4.621309370988447
UNIVERSITAS INDONESIA,13211008,GEOGRAFI,Sarjana,28,175,Tidak Ada,0.16,16.0
UNIVERSITAS INDONESIA,13211009,TEKNIK SIPIL,Sarjana,40,494,Tidak Ada,0.08097165991902834,8.097165991902834
UNIVERSITAS INDONESIA,13211010,TEKNIK MESIN,Sarjana,40,429,Tidak Ada,0.09324009324009325,9.324009324009324
UNIVERSITAS INDONESIA,13211011,TEKNIK ELEKTRO,Sarjana,34,428,Tidak Ada,0.0794392523364486,7.943925233644859
UNIVERSITAS INDONESIA,13211012,TEKNIK METALURGI & MATERIAL,Sarjana,34,387,Tidak Ada,0.08785529715762273,8.785529715762273
UNIVERSITAS INDONESIA,13211013,ARSITEKTUR,Sarjana,24,441,Tidak Ada,0.05442176870748299,5.442176870748299
UNIVERSITAS INDONESIA,13211014,TEKNIK KIMIA,Sarjana,34,414,Tidak Ada,0.0821256038647343,8.212560386473431
UNIVERSITAS INDONESIA,13211015,ILMU KEPERAWATAN,Sarjana,49,616,Tidak Ada,0.07954545454545454,7.954545454545454
UNIVERSITAS INDONESIA,13211016,ILMU KOMPUTER,Sarjana,50,1133,Tidak Ada,0.0441306266548985,4.41306266548985
UNIVERSITAS INDONESIA,13211017,ILMU KESEHATAN MASYARAKAT,Sarjana,42,508,Tidak Ada,0.08267716535433071,8.267716535433072
UNIVERSITAS INDONESIA,13211018,TEKNIK INDUSTRI,Sarjana,52,659,Tidak Ada,0.07890743550834597,7.890743550834597
UNIVERSITAS INDONESIA,13211019,TEKNIK PERKAPALAN,Sarjana,26,232,Tidak Ada,0.11206896551724138,11.206896551724139
UNIVERSITAS INDONESIA,13211020,TEKNIK LINGKUNGAN,Sarjana,26,279,Tidak Ada,0.0931899641577061,9.31899641577061
UNIVERSITAS INDONESIA,13211021,TEKNIK KOMPUTER,Sarjana,28,526,Tidak Ada,0.053231939163498096,5.323193916349809
UNIVERSITAS INDONESIA,13211022,SISTEM INFORMASI,Sarjana,50,926,Tidak Ada,0.05399568034557235,5.399568034557236
UNIVERSITAS INDONESIA,13211023,ARSITEKTUR INTERIOR,Sarjana,13,236,Tidak Ada,0.05508474576271186,5.508474576271186
UNIVERSITAS INDONESIA,13211024,TEKNOLOGI BIOPROSES,Sarjana,20,319,Tidak Ada,0.06269592476489028,6.269592476489027
UNIVERSITAS INDONESIA,13211025,GIZI,Sarjana,13,335,Tidak Ada,0.03880597014925373,3.880597014925373
UNIVERSITAS INDONESIA,13211026,KESEHATAN LINGKUNGAN,Sarjana,12,193,Tidak Ada,0.06217616580310881,6.217616580310881
UNIVERSITAS INDONESIA,13211027,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,18,331,Tidak Ada,0.054380664652567974,5.438066465256798
UNIVERSITAS INDONESIA,13211028,GEOFISIKA,Sarjana,17,137,Tidak Ada,0.12408759124087591,12.408759124087592
UNIVERSITAS INDONESIA,13211029,GEOLOGI,Sarjana,17,170,Tidak Ada,0.1,10.0
UNIVERSITAS INDONESIA,13211030,STATISTIKA,Sarjana,17,298,Tidak Ada,0.05704697986577181,5.704697986577181
UNIVERSITAS INDONESIA,13211031,AKTUARIA,Sarjana,17,363,Tidak Ada,0.046831955922865015,4.683195592286501
UNIVERSITAS INDONESIA,13211032,TEKNIK BIOMEDIS,Sarjana,10,226,Tidak Ada,0.04424778761061947,4.424778761061947
UNIVERSITAS INDONESIA,13211033,ILMU HUKUM,Sarjana,114,1634,Tidak Ada,0.06976744186046512,6.976744186046512
UNIVERSITAS INDONESIA,13211034,ARKEOLOGI INDONESIA,Sarjana,16,148,Tidak Ada,0.10810810810810811,10.81081081081081
UNIVERSITAS INDONESIA,13211035,ILMU SEJARAH,Sarjana,16,139,Tidak Ada,0.11510791366906475,11.510791366906476
UNIVERSITAS INDONESIA,13211036,ILMU PSIKOLOGI,Sarjana,66,1274,Tidak Ada,0.05180533751962323,5.180533751962323
UNIVERSITAS INDONESIA,13211037,ILMU KOMUNIKASI,Sarjana,32,1009,Tidak Ada,0.031714568880079286,3.1714568880079286
UNIVERSITAS INDONESIA,13211038,ILMU POLITIK,Sarjana,16,253,Tidak Ada,0.06324110671936758,6.324110671936759
UNIVERSITAS INDONESIA,13211039,ILMU ADMINISTRASI NEGARA,Sarjana,38,542,Tidak Ada,0.07011070110701106,7.011070110701106
UNIVERSITAS INDONESIA,13211040,KRIMINOLOGI,Sarjana,12,546,Tidak Ada,0.02197802197802198,2.197802197802198
UNIVERSITAS INDONESIA,13211041,SOSIOLOGI,Sarjana,16,188,Tidak Ada,0.0851063829787234,8.51063829787234
UNIVERSITAS INDONESIA,13211042,ILMU KESEJAHTERAAN SOSIAL,Sarjana,16,289,Tidak Ada,0.05536332179930796,5.536332179930796
UNIVERSITAS INDONESIA,13211043,ANTROPOLOGI SOSIAL,Sarjana,16,236,Tidak Ada,0.06779661016949153,6.779661016949152
UNIVERSITAS INDONESIA,13211044,ILMU EKONOMI,Sarjana,42,437,Tidak Ada,0.09610983981693363,9.610983981693364
UNIVERSITAS INDONESIA,13211045,ILMU ADMINISTRASI NIAGA,Sarjana,38,576,Tidak Ada,0.06597222222222222,6.597222222222222
UNIVERSITAS INDONESIA,13211046,ILMU ADMINISTRASI FISKAL,Sarjana,38,482,Tidak Ada,0.07883817427385892,7.883817427385892
UNIVERSITAS INDONESIA,13211047,MANAJEMEN,Sarjana,76,1545,Tidak Ada,0.04919093851132686,4.919093851132686
UNIVERSITAS INDONESIA,13211048,AKUNTANSI,Sarjana,70,1368,Tidak Ada,0.05116959064327485,5.116959064327485
UNIVERSITAS INDONESIA,13211049,ILMU HUBUNGAN INTERNASIONAL,Sarjana,12,675,Tidak Ada,0.017777777777777778,1.7777777777777777
UNIVERSITAS INDONESIA,13211050,ILMU PERPUSTAKAAN,Sarjana,16,207,Tidak Ada,0.07729468599033816,7.729468599033816
UNIVERSITAS INDONESIA,13211051,ILMU FILSAFAT,Sarjana,16,142,Tidak Ada,0.11267605633802817,11.267605633802818
UNIVERSITAS INDONESIA,13211052,SASTRA INDONESIA,Sarjana,16,170,Tidak Ada,0.09411764705882353,9.411764705882353
UNIVERSITAS INDONESIA,13211053,SASTRA DAERAH UNTUK SASTRA JAWA,Sarjana,16,45,Tidak Ada,0.35555555555555557,35.55555555555556
UNIVERSITAS INDONESIA,13211054,SASTRA JEPANG,Sarjana,16,291,Tidak Ada,0.054982817869415807,5.498281786941581
UNIVERSITAS INDONESIA,13211055,SASTRA CINA,Sarjana,16,196,Tidak Ada,0.08163265306122448,8.16326530612245
UNIVERSITAS INDONESIA,13211056,SASTRA ARAB,Sarjana,16,257,Tidak Ada,0.0622568093385214,6.22568093385214
UNIVERSITAS INDONESIA,13211057,SASTRA PERANCIS,Sarjana,11,110,Tidak Ada,0.1,10.0
UNIVERSITAS INDONESIA,13211058,SASTRA INGGRIS,Sarjana,16,401,Tidak Ada,0.0399002493765586,3.99002493765586
UNIVERSITAS INDONESIA,13211059,SASTRA JERMAN,Sarjana,11,141,Tidak Ada,0.07801418439716312,7.801418439716312
UNIVERSITAS INDONESIA,13211060,SASTRA BELANDA,Sarjana,16,113,Tidak Ada,0.1415929203539823,14.15929203539823
UNIVERSITAS INDONESIA,13211061,SASTRA RUSIA,Sarjana,16,86,Tidak Ada,0.18604651162790697,18.6046511627907
UNIVERSITAS INDONESIA,13211062,BAHASA DAN KEBUDAYAAN KOREA,Sarjana,11,252,Tidak Ada,0.04365079365079365,4.365079365079365
UNIVERSITAS INDONESIA,13211063,ILMU EKONOMI ISLAM,Sarjana,12,209,Tidak Ada,0.05741626794258373,5.741626794258373
UNIVERSITAS INDONESIA,13211064,BISNIS ISLAM,Sarjana,12,232,Tidak Ada,0.05172413793103448,5.172413793103448
UNIVERSITAS INDONESIA,13212065,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,31,430,Tidak Ada,0.07209302325581396,7.209302325581396
UNIVERSITAS INDONESIA,13212066,TERAPI OKUPASI,Sarjana Terapan,31,280,Tidak Ada,0.11071428571428571,11.071428571428571
UNIVERSITAS INDONESIA,13212067,FISIOTERAPI,Sarjana Terapan,31,276,Tidak Ada,0.11231884057971014,11.231884057971014
UNIVERSITAS INDONESIA,13212068,MANAJEMEN REKOD DAN ARSIP,Sarjana Terapan,31,334,Tidak Ada,0.09281437125748503,9.281437125748502
UNIVERSITAS INDONESIA,13212078,BISNIS KREATIF,Sarjana Terapan,31,537,Tidak Ada,0.05772811918063315,5.772811918063315
UNIVERSITAS INDONESIA,13212079,PRODUKSI MEDIA,Sarjana Terapan,31,614,Tidak Ada,0.050488599348534204,5.048859934853421
UNIVERSITAS INDONESIA,13213069,ADMINISTRASI PERPAJAKAN,Diploma Tiga,20,230,Tidak Ada,0.08695652173913043,8.695652173913043
UNIVERSITAS INDONESIA,13213070,ADMINISTRASI PERKANTORAN,Diploma Tiga,20,188,Tidak Ada,0.10638297872340426,10.638297872340425
UNIVERSITAS INDONESIA,13213071,ADMINISTRASI RUMAH SAKIT,Diploma Tiga,20,154,Tidak Ada,0.12987012987012986,12.987012987012985
UNIVERSITAS INDONESIA,13213072,PENYIARAN MULTIMEDIA,Diploma Tiga,20,150,Tidak Ada,0.13333333333333333,13.333333333333334
UNIVERSITAS INDONESIA,13213073,ADMINISTRASI ASURANSI & AKTUARIA,Diploma Tiga,20,141,Tidak Ada,0.14184397163120568,14.184397163120568
UNIVERSITAS INDONESIA,13213074,HUBUNGAN MASYARAKAT,Diploma Tiga,20,220,Tidak Ada,0.09090909090909091,9.090909090909092
UNIVERSITAS INDONESIA,13213075,PERIKLANAN KREATIF,Diploma Tiga,20,198,Tidak Ada,0.10101010101010101,10.1010101010101
UNIVERSITAS INDONESIA,13213076,AKUNTANSI,Diploma Tiga,20,211,Tidak Ada,0.0947867298578199,9.47867298578199
UNIVERSITAS INDONESIA,13213077,ADMINISTRASI KEUANGAN DAN PERBANKAN,Diploma Tiga,20,211,Tidak Ada,0.0947867298578199,9.47867298578199
UNIVERSITAS NEGERI JAKARTA,13231001,PENDIDIKAN MATEMATIKA,Sarjana,24,250,Tidak Ada,0.096,9.6
UNIVERSITAS NEGERI JAKARTA,13231002,PENDIDIKAN FISIKA,Sarjana,20,102,Tidak Ada,0.19607843137254902,19.607843137254903
UNIVERSITAS NEGERI JAKARTA,13231003,PENDIDIKAN KIMIA,Sarjana,16,132,Tidak Ada,0.12121212121212122,12.121212121212121
UNIVERSITAS NEGERI JAKARTA,13231004,PENDIDIKAN BIOLOGI,Sarjana,24,190,Tidak Ada,0.12631578947368421,12.631578947368421
UNIVERSITAS NEGERI JAKARTA,13231005,MATEMATIKA,Sarjana,20,245,Tidak Ada,0.08163265306122448,8.16326530612245
UNIVERSITAS NEGERI JAKARTA,13231006,FISIKA,Sarjana,20,128,Tidak Ada,0.15625,15.625
UNIVERSITAS NEGERI JAKARTA,13231007,KIMIA,Sarjana,20,270,Tidak Ada,0.07407407407407407,7.4074074074074066
UNIVERSITAS NEGERI JAKARTA,13231008,BIOLOGI,Sarjana,24,310,Tidak Ada,0.07741935483870968,7.741935483870968
UNIVERSITAS NEGERI JAKARTA,13231009,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,Sarjana,22,235,Tidak Ada,0.09361702127659574,9.361702127659575
UNIVERSITAS NEGERI JAKARTA,13231010,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,24,121,Tidak Ada,0.19834710743801653,19.834710743801654
UNIVERSITAS NEGERI JAKARTA,13231011,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,Sarjana,22,115,Tidak Ada,0.19130434782608696,19.130434782608695
UNIVERSITAS NEGERI JAKARTA,13231012,ILMU KEOLAHRAGAAN,Sarjana,24,175,Olahraga,0.13714285714285715,13.714285714285715
UNIVERSITAS NEGERI JAKARTA,13231013,PENDIDIKAN INFORMATIKA,Sarjana,14,302,Tidak Ada,0.046357615894039736,4.635761589403973
UNIVERSITAS NEGERI JAKARTA,13231014,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,Sarjana,16,88,Tidak Ada,0.18181818181818182,18.181818181818183
UNIVERSITAS NEGERI JAKARTA,13231015,ILMU KOMPUTER,Sarjana,22,1217,Tidak Ada,0.018077239112571898,1.80772391125719
UNIVERSITAS NEGERI JAKARTA,13231016,STATISTIKA,Sarjana,20,343,Tidak Ada,0.05830903790087463,5.830903790087463
UNIVERSITAS NEGERI JAKARTA,13231017,REKAYASA KESELAMATAN KEBAKARAN,Sarjana,12,197,Tidak Ada,0.06091370558375635,6.091370558375635
UNIVERSITAS NEGERI JAKARTA,13231018,TEKNIK MESIN,Sarjana,18,633,Tidak Ada,0.02843601895734597,2.843601895734597
UNIVERSITAS NEGERI JAKARTA,13231019,SISTEM DAN TEKNOLOGI INFORMASI,Sarjana,12,638,Tidak Ada,0.018808777429467086,1.8808777429467085
UNIVERSITAS NEGERI JAKARTA,13231020,TEKNOLOGI PENDIDIKAN,Sarjana,24,206,Tidak Ada,0.11650485436893204,11.650485436893204
UNIVERSITAS NEGERI JAKARTA,13231021,PENDIDIKAN KHUSUS,Sarjana,30,186,Tidak Ada,0.16129032258064516,16.129032258064516
UNIVERSITAS NEGERI JAKARTA,13231022,MANAJEMEN PENDIDIKAN,Sarjana,31,421,Tidak Ada,0.07363420427553444,7.363420427553444
UNIVERSITAS NEGERI JAKARTA,13231023,PENDIDIKAN MASYARAKAT,Sarjana,31,280,Tidak Ada,0.11071428571428571,11.071428571428571
UNIVERSITAS NEGERI JAKARTA,13231024,PEND. GURU PAUD,Sarjana,24,333,Tidak Ada,0.07207207207207207,7.207207207207207
UNIVERSITAS NEGERI JAKARTA,13231025,BIMBINGAN & KONSELING,Sarjana,26,476,Tidak Ada,0.0546218487394958,5.46218487394958
UNIVERSITAS NEGERI JAKARTA,13231026,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,36,1145,Tidak Ada,0.0314410480349345,3.14410480349345
UNIVERSITAS NEGERI JAKARTA,13231027,PSIKOLOGI,Sarjana,89,2076,Tidak Ada,0.042870905587668595,4.2870905587668595
UNIVERSITAS NEGERI JAKARTA,13231028,PENDIDIKAN BAHASA INDONESIA,Sarjana,24,339,Tidak Ada,0.07079646017699115,7.079646017699115
UNIVERSITAS NEGERI JAKARTA,13231029,SASTRA INDONESIA,Sarjana,24,309,Tidak Ada,0.07766990291262135,7.766990291262135
UNIVERSITAS NEGERI JAKARTA,13231030,PENDIDIKAN BAHASA INGGRIS,Sarjana,30,487,Tidak Ada,0.061601642710472276,6.160164271047227
UNIVERSITAS NEGERI JAKARTA,13231031,SASTRA INGGRIS,Sarjana,40,794,Tidak Ada,0.05037783375314862,5.037783375314862
UNIVERSITAS NEGERI JAKARTA,13231032,PENDIDIKAN BAHASA PRANCIS,Sarjana,24,79,Tidak Ada,0.3037974683544304,30.37974683544304
UNIVERSITAS NEGERI JAKARTA,13231033,PENDIDIKAN BAHASA JERMAN,Sarjana,26,114,Tidak Ada,0.22807017543859648,22.807017543859647
UNIVERSITAS NEGERI JAKARTA,13231034,PENDIDIKAN BAHASA ARAB,Sarjana,42,314,Tidak Ada,0.1337579617834395,13.375796178343949
UNIVERSITAS NEGERI JAKARTA,13231035,PENDIDIKAN BAHASA JEPANG,Sarjana,26,352,Tidak Ada,0.07386363636363637,7.386363636363637
UNIVERSITAS NEGERI JAKARTA,13231036,PENDIDIKAN TARI,Sarjana,25,128,Tari,0.1953125,19.53125
UNIVERSITAS NEGERI JAKARTA,13231037,PENDIDIKAN MUSIK,Sarjana,15,114,Musik,0.13157894736842105,13.157894736842104
UNIVERSITAS NEGERI JAKARTA,13231038,PENDIDIKAN SENI RUPA,Sarjana,14,173,"Seni Rupa, Desain, dan Kriya",0.08092485549132948,8.092485549132949
UNIVERSITAS NEGERI JAKARTA,13231039,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,Sarjana,30,236,Tidak Ada,0.1271186440677966,12.711864406779661
UNIVERSITAS NEGERI JAKARTA,13231040,PENDIDIKAN GEOGRAFI,Sarjana,30,200,Tidak Ada,0.15,15.0
UNIVERSITAS NEGERI JAKARTA,13231041,PENDIDIKAN SEJARAH,Sarjana,24,272,Tidak Ada,0.08823529411764706,8.823529411764707
UNIVERSITAS NEGERI JAKARTA,13231042,PENDIDIKAN AGAMA ISLAM,Sarjana,30,716,Tidak Ada,0.04189944134078212,4.189944134078212
UNIVERSITAS NEGERI JAKARTA,13231043,SOSIOLOGI,Sarjana,16,382,Tidak Ada,0.041884816753926704,4.18848167539267
UNIVERSITAS NEGERI JAKARTA,13231044,PENDIDIKAN SOSIOLOGI,Sarjana,24,274,Tidak Ada,0.08759124087591241,8.75912408759124
UNIVERSITAS NEGERI JAKARTA,13231045,PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA,Sarjana,24,213,Tidak Ada,0.11267605633802817,11.267605633802818
UNIVERSITAS NEGERI JAKARTA,13231046,PENDIDIKAN JASMANI,Sarjana,56,237,Olahraga,0.23628691983122363,23.628691983122362
UNIVERSITAS NEGERI JAKARTA,13231047,PENDIDIKAN KEPELATIHAN  OLAHRAGA,Sarjana,36,188,Olahraga,0.19148936170212766,19.148936170212767
UNIVERSITAS NEGERI JAKARTA,13231048,PENDIDIKAN EKONOMI,Sarjana,26,293,Tidak Ada,0.08873720136518772,8.873720136518772
UNIVERSITAS NEGERI JAKARTA,13231049,MANAJEMEN,Sarjana,44,2918,Tidak Ada,0.015078821110349555,1.5078821110349554
UNIVERSITAS NEGERI JAKARTA,13231050,AKUNTANSI,Sarjana,36,1679,Tidak Ada,0.02144133412745682,2.1441334127456817
UNIVERSITAS NEGERI JAKARTA,13231051,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,30,233,Tidak Ada,0.12875536480686695,12.875536480686694
UNIVERSITAS NEGERI JAKARTA,13231052,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,20,465,Tidak Ada,0.043010752688172046,4.301075268817205
UNIVERSITAS NEGERI JAKARTA,13231053,PENDIDIKAN VOKASIONAL DESAIN FASHION,Sarjana,20,316,Tidak Ada,0.06329113924050633,6.329113924050633
UNIVERSITAS NEGERI JAKARTA,13231054,PENDIDIKAN VOKASIONAL TATA RIAS,Sarjana,20,309,Tidak Ada,0.06472491909385113,6.472491909385113
UNIVERSITAS NEGERI JAKARTA,13231055,PENDIDIKAN BISNIS,Sarjana,26,362,Tidak Ada,0.0718232044198895,7.18232044198895
UNIVERSITAS NEGERI JAKARTA,13231056,PENDIDIKAN BAHASA MANDARIN,Sarjana,20,140,Tidak Ada,0.14285714285714285,14.285714285714285
UNIVERSITAS NEGERI JAKARTA,13231057,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,26,656,Tidak Ada,0.039634146341463415,3.9634146341463414
UNIVERSITAS NEGERI JAKARTA,13231058,OLAHRAGA REKREASI,Sarjana,30,76,Olahraga,0.39473684210526316,39.473684210526315
UNIVERSITAS NEGERI JAKARTA,13231059,KEPELATIHAN KECABANGAN OLAHRAGA,Sarjana,27,95,Olahraga,0.28421052631578947,28.421052631578945
UNIVERSITAS NEGERI JAKARTA,13231060,ILMU KOMUNIKASI,Sarjana,16,1713,Tidak Ada,0.009340338587273789,0.9340338587273789
UNIVERSITAS NEGERI JAKARTA,13231061,GEOGRAFI,Sarjana,20,266,Tidak Ada,0.07518796992481203,7.518796992481203
UNIVERSITAS NEGERI JAKARTA,13231062,BISNIS DIGITAL,Sarjana,33,1305,Tidak Ada,0.02528735632183908,2.528735632183908
UNIVERSITAS NEGERI JAKARTA,13231063,PENDIDIKAN AKUNTANSI,Sarjana,30,319,Tidak Ada,0.09404388714733543,9.404388714733543
UNIVERSITAS NEGERI JAKARTA,13231076,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,16,280,Tidak Ada,0.05714285714285714,5.714285714285714
UNIVERSITAS NEGERI JAKARTA,13231077,ILMU HUKUM,Sarjana,20,0,Tidak Ada,0.0,0.0
UNIVERSITAS NEGERI JAKARTA,13232064,HUBUNGAN MASYARAKAT DAN KOMUNIKASI DIGITAL,Sarjana Terapan,30,704,Tidak Ada,0.04261363636363636,4.261363636363636
UNIVERSITAS NEGERI JAKARTA,13232065,USAHA PERJALANAN WISATA,Sarjana Terapan,24,479,Tidak Ada,0.05010438413361169,5.010438413361169
UNIVERSITAS NEGERI JAKARTA,13232066,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,20,221,Tidak Ada,0.09049773755656108,9.049773755656108
UNIVERSITAS NEGERI JAKARTA,13232067,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,12,179,Tidak Ada,0.0670391061452514,6.70391061452514
UNIVERSITAS NEGERI JAKARTA,13232068,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,16,212,Tidak Ada,0.07547169811320754,7.547169811320755
UNIVERSITAS NEGERI JAKARTA,13232069,MANAJEMEN PELABUHAN DAN LOGISTIK MARITIM,Sarjana Terapan,16,324,Tidak Ada,0.04938271604938271,4.938271604938271
UNIVERSITAS NEGERI JAKARTA,13232070,SENI KULINER DAN PENGOLAHAN JASA MAKANAN,Sarjana Terapan,12,547,Tidak Ada,0.021937842778793418,2.1937842778793417
UNIVERSITAS NEGERI JAKARTA,13232071,DESAIN MODE,Sarjana Terapan,18,219,Tidak Ada,0.0821917808219178,8.21917808219178
UNIVERSITAS NEGERI JAKARTA,13232072,KOSMETIK DAN PERAWATAN KECANTIKAN,Sarjana Terapan,18,256,Tidak Ada,0.0703125,7.03125
UNIVERSITAS NEGERI JAKARTA,13232073,PEMASARAN DIGITAL,Sarjana Terapan,26,520,Tidak Ada,0.05,5.0
UNIVERSITAS NEGERI JAKARTA,13232074,ADMINISTRASI PERKANTORAN DIGITAL,Sarjana Terapan,26,724,Tidak Ada,0.03591160220994475,3.591160220994475
UNIVERSITAS NEGERI JAKARTA,13232075,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,26,548,Tidak Ada,0.04744525547445255,4.744525547445255
UPN VETERAN JAKARTA,13241001,TEKNIK MESIN,Sarjana,28,448,Tidak Ada,0.0625,6.25
UPN VETERAN JAKARTA,13241002,TEKNIK PERKAPALAN,Sarjana,14,192,Tidak Ada,0.07291666666666667,7.291666666666667
UPN VETERAN JAKARTA,13241003,TEKNIK INDUSTRI,Sarjana,28,843,Tidak Ada,0.033214709371293,3.3214709371292996
UPN VETERAN JAKARTA,13241004,INFORMATIKA,Sarjana,42,1022,Tidak Ada,0.0410958904109589,4.10958904109589
UPN VETERAN JAKARTA,13241005,SISTEM INFORMASI,Sarjana,42,1266,Tidak Ada,0.03317535545023697,3.3175355450236967
UPN VETERAN JAKARTA,13241006,KEDOKTERAN,Sarjana,41,1065,Tidak Ada,0.038497652582159626,3.8497652582159625
UPN VETERAN JAKARTA,13241007,KEPERAWATAN,Sarjana,28,1026,Tidak Ada,0.02729044834307992,2.729044834307992
UPN VETERAN JAKARTA,13241008,KESEHATAN MASYARAKAT,Sarjana,42,1006,Tidak Ada,0.041749502982107355,4.174950298210735
UPN VETERAN JAKARTA,13241009,GIZI,Sarjana,28,744,Tidak Ada,0.03763440860215054,3.763440860215054
UPN VETERAN JAKARTA,13241010,TEKNIK ELEKTRO,Sarjana,21,447,Tidak Ada,0.04697986577181208,4.697986577181208
UPN VETERAN JAKARTA,13241011,FARMASI,Sarjana,12,805,Tidak Ada,0.014906832298136646,1.4906832298136645
UPN VETERAN JAKARTA,13241012,FISIOTERAPI,Sarjana,14,324,Tidak Ada,0.043209876543209874,4.320987654320987
UPN VETERAN JAKARTA,13241013,MANAJEMEN,Sarjana,64,1996,Tidak Ada,0.03206412825651302,3.2064128256513023
UPN VETERAN JAKARTA,13241014,AKUNTANSI,Sarjana,63,1354,Tidak Ada,0.0465288035450517,4.65288035450517
UPN VETERAN JAKARTA,13241015,HUBUNGAN INTERNASIONAL,Sarjana,48,819,Tidak Ada,0.05860805860805861,5.86080586080586
UPN VETERAN JAKARTA,13241016,ILMU KOMUNIKASI,Sarjana,72,1864,Tidak Ada,0.03862660944206009,3.862660944206009
UPN VETERAN JAKARTA,13241017,HUKUM,Sarjana,96,1196,Tidak Ada,0.0802675585284281,8.02675585284281
UPN VETERAN JAKARTA,13241018,EKONOMI PEMBANGUNAN,Sarjana,24,579,Tidak Ada,0.04145077720207254,4.145077720207254
UPN VETERAN JAKARTA,13241019,EKONOMI SYARIAH,Sarjana,24,432,Tidak Ada,0.05555555555555555,5.555555555555555
UPN VETERAN JAKARTA,13241020,ILMU POLITIK,Sarjana,40,588,Tidak Ada,0.06802721088435375,6.802721088435375
UPN VETERAN JAKARTA,13241028,SAINS INFORMASI,Sarjana,24,340,Tidak Ada,0.07058823529411765,7.0588235294117645
UPN VETERAN JAKARTA,13241029,"KAJIAN FILM, TELEVISI, DAN MEDIA",Sarjana,8,0,Tidak Ada,0.0,0.0
UPN VETERAN JAKARTA,13241030,SAINS DATA,Sarjana,7,0,Tidak Ada,0.0,0.0
