NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
UNIVERSITAS NEGERI MEDAN,11221011,MATEMATIKA,Sarjana,50,231,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221012,FISIKA,Sarjana,35,77,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,55,166,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221014,GIZI,Sarjana,40,918,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221015,TEKNIK ELEKTRO,Sarjana,50,423,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221016,TEKNIK SIPIL,Sarjana,38,525,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221017,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,Sarjana,38,788,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221018,ILMU KOMPUTER,Sarjana,36,1249,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221019,PENDIDIKAN IPA,Sarjana,47,329,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221021,PENDIDIKAN SEJARAH,Sarjana,69,502,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221022,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,69,598,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221023,PENDIDIKAN GEOGRAFI,Sarjana,69,473,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221024,"PEND. JASMANI, KESEHATAN & REKREASI",Sarjana,91,509,Olahraga
UNIVERSITAS NEGERI MEDAN,11221025,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),Sarjana,136,377,Olahraga
UNIVERSITAS NEGERI MEDAN,11221026,PENDIDIKAN LUAR SEKOLAH (PLS),Sarjana,45,107,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221027,PENDIDIKAN EKONOMI,Sarjana,42,327,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221028,MANAJEMEN,Sarjana,38,1607,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221029,AKUNTANSI,Sarjana,34,835,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,65,958,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221031,PENDIDIKAN BAHASA INGGRIS,Sarjana,66,821,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221032,PENDIDIKAN BAHASA PERANCIS,Sarjana,51,45,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221033,PENDIDIKAN BAHASA JERMAN,Sarjana,51,72,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221034,PENDIDIKAN SENI RUPA,Sarjana,47,116,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI MEDAN,11221035,SASTRA INDONESIA,Sarjana,55,195,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221036,SASTRA INGGRIS,Sarjana,55,382,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221038,PENDIDIKAN GURU SEKOLAH DASAR (PGSD),Sarjana,112,3093,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221039,PENDIDIKAN TATA BOGA,Sarjana,50,630,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221040,PENDIDIKAN TATA RIAS,Sarjana,38,521,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221041,PENDIDIKAN ANTROPOLOGI,Sarjana,69,304,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221042,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,55,456,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221043,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,55,1010,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221044,PENDIDIKAN AKUNTANSI,Sarjana,42,251,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221046,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,42,599,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221047,PENDIDIKAN BISNIS,Sarjana,42,243,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221048,PENDIDIKAN TARI,Sarjana,66,170,Tari
UNIVERSITAS NEGERI MEDAN,11221049,PENDIDIKAN MUSIK,Sarjana,66,177,Musik
UNIVERSITAS NEGERI MEDAN,11221050,PENDIDIKAN TATA BUSANA,Sarjana,34,624,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221051,SENI PERTUNJUKAN,Sarjana,26,26,Sendratasik
UNIVERSITAS NEGERI MEDAN,11221052,ILMU EKONOMI,Sarjana,42,488,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221053,BISNIS DIGITAL,Sarjana,29,483,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221054,KEWIRAUSAHAAN,Sarjana,42,405,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221057,ARSITEKTUR,Sarjana,44,295,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221058,STATISTIKA,Sarjana,44,308,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221059,SAINS INFORMASI GEOGRAFI,Sarjana,12,0,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11221060,HUKUM BISNIS,Sarjana,12,0,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11222056,MANAJEMEN KONSTRUKSI,Sarjana Terapan,55,155,Tidak Ada
UNIVERSITAS NEGERI MEDAN,11223055,TEKNIK MESIN,Diploma Tiga,44,188,Tidak Ada
UNIVERSITAS RIAU,11311001,FISIKA,Sarjana,36,78,Tidak Ada
UNIVERSITAS RIAU,11311002,KIMIA,Sarjana,36,240,Tidak Ada
UNIVERSITAS RIAU,11311003,MATEMATIKA,Sarjana,27,146,Tidak Ada
UNIVERSITAS RIAU,11311004,BIOLOGI,Sarjana,36,209,Tidak Ada
UNIVERSITAS RIAU,11311005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,39,117,Tidak Ada
UNIVERSITAS RIAU,11311006,BUDIDAYA PERAIRAN,Sarjana,48,79,Tidak Ada
UNIVERSITAS RIAU,11311007,ILMU KELAUTAN,Sarjana,42,162,Tidak Ada
UNIVERSITAS RIAU,11311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,39,93,Tidak Ada
UNIVERSITAS RIAU,11311009,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,33,56,Tidak Ada
UNIVERSITAS RIAU,11311010,AGROBISNIS PERIKANAN,Sarjana,30,43,Tidak Ada
UNIVERSITAS RIAU,11311011,AGROTEKNOLOGI,Sarjana,60,673,Tidak Ada
UNIVERSITAS RIAU,11311012,AGRIBISNIS,Sarjana,36,513,Tidak Ada
UNIVERSITAS RIAU,11311013,TEKNOLOGI HASIL PERTANIAN,Sarjana,24,270,Tidak Ada
UNIVERSITAS RIAU,11311014,KEHUTANAN,Sarjana,36,408,Tidak Ada
UNIVERSITAS RIAU,11311015,TEKNIK SIPIL,Sarjana,36,753,Tidak Ada
UNIVERSITAS RIAU,11311016,TEKNIK KIMIA,Sarjana,27,485,Tidak Ada
UNIVERSITAS RIAU,11311017,TEKNIK MESIN,Sarjana,30,562,Tidak Ada
UNIVERSITAS RIAU,11311018,TEKNIK ELEKTRO,Sarjana,36,501,Tidak Ada
UNIVERSITAS RIAU,11311019,KEDOKTERAN,Sarjana,54,1423,Tidak Ada
UNIVERSITAS RIAU,11311020,ILMU KEPERAWATAN,Sarjana,69,1770,Tidak Ada
UNIVERSITAS RIAU,11311021,PENDIDIKAN MATEMATIKA,Sarjana,36,434,Tidak Ada
UNIVERSITAS RIAU,11311022,PENDIDIKAN BIOLOGI,Sarjana,24,378,Tidak Ada
UNIVERSITAS RIAU,11311023,PENDIDIKAN FISIKA,Sarjana,24,172,Tidak Ada
UNIVERSITAS RIAU,11311024,PENDIDIKAN KIMIA,Sarjana,24,195,Tidak Ada
UNIVERSITAS RIAU,11311025,TEKNIK LINGKUNGAN,Sarjana,27,460,Tidak Ada
UNIVERSITAS RIAU,11311026,ARSITEKTUR,Sarjana,24,326,Tidak Ada
UNIVERSITAS RIAU,11311027,SISTEM INFORMASI,Sarjana,48,1068,Tidak Ada
UNIVERSITAS RIAU,11311028,TEKNIK INFORMATIKA,Sarjana,36,1504,Tidak Ada
UNIVERSITAS RIAU,11311029,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,24,335,Tidak Ada
UNIVERSITAS RIAU,11311030,STATISTIKA,Sarjana,27,278,Tidak Ada
UNIVERSITAS RIAU,11311031,HUBUNGAN INTERNASIONAL,Sarjana,54,604,Tidak Ada
UNIVERSITAS RIAU,11311032,ILMU PEMERINTAHAN,Sarjana,60,609,Tidak Ada
UNIVERSITAS RIAU,11311033,ILMU ADMINISTRASI PUBLIK,Sarjana,45,827,Tidak Ada
UNIVERSITAS RIAU,11311034,ILMU ADMINISTRASI BISNIS,Sarjana,48,851,Tidak Ada
UNIVERSITAS RIAU,11311035,SOSIOLOGI,Sarjana,54,436,Tidak Ada
UNIVERSITAS RIAU,11311036,ILMU KOMUNIKASI,Sarjana,60,1373,Tidak Ada
UNIVERSITAS RIAU,11311038,EKONOMI PEMBANGUNAN,Sarjana,48,426,Tidak Ada
UNIVERSITAS RIAU,11311039,MANAJEMEN,Sarjana,108,2532,Tidak Ada
UNIVERSITAS RIAU,11311040,AKUNTANSI,Sarjana,93,1468,Tidak Ada
UNIVERSITAS RIAU,11311041,ILMU HUKUM,Sarjana,120,1225,Tidak Ada
UNIVERSITAS RIAU,11311042,PENDIDIKAN EKONOMI,Sarjana,36,354,Tidak Ada
UNIVERSITAS RIAU,11311043,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,24,449,Tidak Ada
UNIVERSITAS RIAU,11311044,PENDIDIKAN SEJARAH,Sarjana,24,350,Tidak Ada
UNIVERSITAS RIAU,11311045,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,36,715,Tidak Ada
UNIVERSITAS RIAU,11311046,PENDIDIKAN BAHASA INGGRIS,Sarjana,36,548,Tidak Ada
UNIVERSITAS RIAU,11311047,PENDIDIKAN BAHASA JEPANG,Sarjana,24,81,Tidak Ada
UNIVERSITAS RIAU,11311048,PENDIDIKAN MASYARAKAT,Sarjana,24,73,Tidak Ada
UNIVERSITAS RIAU,11311049,BIMBINGAN KONSELING,Sarjana,24,742,Tidak Ada
UNIVERSITAS RIAU,11311050,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,24,245,Olahraga
UNIVERSITAS RIAU,11311051,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,24,163,Olahraga
UNIVERSITAS RIAU,11311052,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,36,1824,Tidak Ada
UNIVERSITAS RIAU,11311053,PENDIDIKAN ANAK USIA DINI,Sarjana,24,223,Tidak Ada
UNIVERSITAS RIAU,11311062,KEDOKTERAN HEWAN,Sarjana,24,212,Tidak Ada
UNIVERSITAS RIAU,11311063,ILMU TANAH,Sarjana,12,0,Tidak Ada
UNIVERSITAS RIAU,11311064,PROTEKSI TANAMAN,Sarjana,12,0,Tidak Ada
UNIVERSITAS RIAU,11311065,PENYULUHAN PERTANIAN,Sarjana,12,0,Tidak Ada
UNIVERSITAS RIAU,11312037,USAHA PERJALANAN WISATA,Sarjana Terapan,39,268,Tidak Ada
UNIVERSITAS RIAU,11313054,PERPAJAKAN,Diploma Tiga,36,198,Tidak Ada
UNIVERSITAS RIAU,11313055,TEKNIK KIMIA,Diploma Tiga,27,60,Tidak Ada
UNIVERSITAS RIAU,11313056,AKUNTANSI,Diploma Tiga,36,91,Tidak Ada
UNIVERSITAS RIAU,11313057,TEKNIK ELEKTRO,Diploma Tiga,18,39,Tidak Ada
UNIVERSITAS RIAU,11313058,TEKNIK MESIN,Diploma Tiga,24,46,Tidak Ada
UNIVERSITAS RIAU,11313059,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,18,150,Tidak Ada
UNIVERSITAS RIAU,11313060,TEKNIK SIPIL,Diploma Tiga,27,41,Tidak Ada
UNIVERSITAS RIAU,11313061,MANAJEMEN INFORMATIKA,Diploma Tiga,24,111,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331001,TEKNIK ELEKTRO,Sarjana,60,104,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331002,TEKNIK INFORMATIKA,Sarjana,80,282,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331003,ILMU KELAUTAN,Sarjana,40,50,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,50,31,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331005,PENDIDIKAN MATEMATIKA,Sarjana,60,92,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331006,PENDIDIKAN BIOLOGI,Sarjana,60,80,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331007,PENDIDIKAN KIMIA,Sarjana,40,38,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331008,BUDI DAYA PERAIRAN,Sarjana,50,25,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331009,TEKNOLOGI HASIL PERIKANAN,Sarjana,50,18,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331010,SOSIAL EKONOMI PERIKANAN,Sarjana,50,17,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331011,TEKNIK PERKAPALAN,Sarjana,40,93,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331012,PENDIDIKAN BAHASA INDONESIA,Sarjana,125,150,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331013,AKUNTANSI,Sarjana,147,311,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331014,ILMU ADMINISTRASI NEGARA,Sarjana,100,208,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331015,ILMU PEMERINTAHAN,Sarjana,75,175,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331016,SOSIOLOGI,Sarjana,50,106,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331017,PENDIDIKAN BAHASA INGGRIS,Sarjana,113,92,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331018,MANAJEMEN,Sarjana,147,515,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331019,ILMU HUKUM,Sarjana,125,258,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331020,ILMU HUBUNGAN INTERNASIONAL,Sarjana,50,109,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331021,KEDOKTERAN,Sarjana,25,195,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331022,TEKNIK INDUSTRI,Sarjana,40,89,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331023,KIMIA,Sarjana,40,24,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331024,BISNIS DIGITAL,Sarjana,75,61,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331025,KEWIRAUSAHAAN,Sarjana,25,43,Tidak Ada
UNIVERSITAS MARITIM RAJA ALI HAJI,11331026,"KAJIAN FILM, TELEVISI, DAN MEDIA",Sarjana,50,39,Tidak Ada
UNIVERSITAS ANDALAS,11411001,AGRIBISNIS,Sarjana,75,420,Tidak Ada
UNIVERSITAS ANDALAS,11411002,AGROTEKNOLOGI,Sarjana,70,259,Tidak Ada
UNIVERSITAS ANDALAS,11411003,KEDOKTERAN,Sarjana,51,1081,Tidak Ada
UNIVERSITAS ANDALAS,11411004,KEPERAWATAN,Sarjana,36,715,Tidak Ada
UNIVERSITAS ANDALAS,11411005,KESEHATAN MASYARAKAT,Sarjana,40,748,Tidak Ada
UNIVERSITAS ANDALAS,11411006,KEDOKTERAN GIGI,Sarjana,20,503,Tidak Ada
UNIVERSITAS ANDALAS,11411007,KIMIA,Sarjana,40,202,Tidak Ada
UNIVERSITAS ANDALAS,11411008,BIOLOGI,Sarjana,40,111,Tidak Ada
UNIVERSITAS ANDALAS,11411009,MATEMATIKA,Sarjana,40,126,Tidak Ada
UNIVERSITAS ANDALAS,11411010,FISIKA,Sarjana,65,73,Tidak Ada
UNIVERSITAS ANDALAS,11411011,TEKNIK KOMPUTER,Sarjana,20,387,Tidak Ada
UNIVERSITAS ANDALAS,11411012,PETERNAKAN,Sarjana,160,278,Tidak Ada
UNIVERSITAS ANDALAS,11411013,TEKNIK MESIN,Sarjana,38,287,Tidak Ada
UNIVERSITAS ANDALAS,11411014,TEKNIK SIPIL,Sarjana,50,487,Tidak Ada
UNIVERSITAS ANDALAS,11411015,TEKNIK INDUSTRI,Sarjana,38,586,Tidak Ada
UNIVERSITAS ANDALAS,11411016,TEKNIK LINGKUNGAN,Sarjana,34,375,Tidak Ada
UNIVERSITAS ANDALAS,11411017,TEKNIK ELEKTRO,Sarjana,28,311,Tidak Ada
UNIVERSITAS ANDALAS,11411018,FARMASI,Sarjana,36,1298,Tidak Ada
UNIVERSITAS ANDALAS,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,56,162,Tidak Ada
UNIVERSITAS ANDALAS,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,56,196,Tidak Ada
UNIVERSITAS ANDALAS,11411021,SISTEM INFORMASI,Sarjana,20,605,Tidak Ada
UNIVERSITAS ANDALAS,11411022,PSIKOLOGI,Sarjana,30,599,Tidak Ada
UNIVERSITAS ANDALAS,11411023,ILMU TANAH,Sarjana,65,155,Tidak Ada
UNIVERSITAS ANDALAS,11411024,AGROEKOTEKNOLOGI,Sarjana,70,129,Tidak Ada
UNIVERSITAS ANDALAS,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),Sarjana,40,51,Tidak Ada
UNIVERSITAS ANDALAS,11411026,KEBIDANAN,Sarjana,20,472,Tidak Ada
UNIVERSITAS ANDALAS,11411027,GIZI,Sarjana,30,580,Tidak Ada
UNIVERSITAS ANDALAS,11411028,PROTEKSI TANAMAN,Sarjana,60,122,Tidak Ada
UNIVERSITAS ANDALAS,11411029,PENYULUHAN PERTANIAN,Sarjana,20,110,Tidak Ada
UNIVERSITAS ANDALAS,11411030,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,40,158,Tidak Ada
UNIVERSITAS ANDALAS,11411031,ILMU BIOMEDIS,Sarjana,11,348,Tidak Ada
UNIVERSITAS ANDALAS,11411032,EKONOMI,Sarjana,45,364,Tidak Ada
UNIVERSITAS ANDALAS,11411033,HUKUM,Sarjana,120,1096,Tidak Ada
UNIVERSITAS ANDALAS,11411034,SEJARAH,Sarjana,60,95,Tidak Ada
UNIVERSITAS ANDALAS,11411035,SOSIOLOGI,Sarjana,45,198,Tidak Ada
UNIVERSITAS ANDALAS,11411036,ANTROPOLOGI SOSIAL,Sarjana,40,196,Tidak Ada
UNIVERSITAS ANDALAS,11411037,MANAJEMEN,Sarjana,50,962,Tidak Ada
UNIVERSITAS ANDALAS,11411038,AKUNTANSI,Sarjana,50,718,Tidak Ada
UNIVERSITAS ANDALAS,11411039,ILMU POLITIK,Sarjana,30,179,Tidak Ada
UNIVERSITAS ANDALAS,11411040,ADMINISTRASI PUBLIK,Sarjana,30,441,Tidak Ada
UNIVERSITAS ANDALAS,11411041,SASTRA INDONESIA,Sarjana,48,104,Tidak Ada
UNIVERSITAS ANDALAS,11411042,SASTRA INGGRIS,Sarjana,60,225,Tidak Ada
UNIVERSITAS ANDALAS,11411043,SASTRA MINANGKABAU,Sarjana,35,33,Tidak Ada
UNIVERSITAS ANDALAS,11411044,SASTRA JEPANG,Sarjana,55,129,Tidak Ada
UNIVERSITAS ANDALAS,11411045,HUBUNGAN INTERNASIONAL,Sarjana,30,350,Tidak Ada
UNIVERSITAS ANDALAS,11411046,ILMU KOMUNIKASI,Sarjana,30,559,Tidak Ada
UNIVERSITAS ANDALAS,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),Sarjana,40,135,Tidak Ada
UNIVERSITAS ANDALAS,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),Sarjana,24,82,Tidak Ada
UNIVERSITAS ANDALAS,11411053,INFORMATIKA,Sarjana,20,378,Tidak Ada
UNIVERSITAS ANDALAS,11411054,ARSITEKTUR,Sarjana,8,124,Tidak Ada
UNIVERSITAS ANDALAS,11411055,EKONOMI ISLAM,Sarjana,18,55,Tidak Ada
UNIVERSITAS ANDALAS,11411056,KEWIRAUSAHAAN,Sarjana,13,68,Tidak Ada
UNIVERSITAS ANDALAS,11411057,STATISTIKA DAN SAINS DATA,Sarjana,15,0,Tidak Ada
UNIVERSITAS ANDALAS,11413049,AKUNTANSI,Diploma Tiga,27,82,Tidak Ada
UNIVERSITAS ANDALAS,11413050,ADMINISTRASI PERKANTORAN,Diploma Tiga,15,121,Tidak Ada
UNIVERSITAS ANDALAS,11413051,PERBANKAN DAN KEUANGAN,Diploma Tiga,30,110,Tidak Ada
UNIVERSITAS ANDALAS,11413052,MANAJEMEN PEMASARAN,Diploma Tiga,20,53,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421001,PENDIDIKAN MATEMATIKA,Sarjana,48,407,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421002,MATEMATIKA (NK),Sarjana,30,97,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421003,PENDIDIKAN BIOLOGI,Sarjana,45,312,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421004,BIOLOGI (NK),Sarjana,45,94,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421005,PENDIDIKAN FISIKA,Sarjana,48,128,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421006,FISIKA (NK),Sarjana,36,47,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421007,PENDIDIKAN KIMIA,Sarjana,45,165,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421008,KIMIA (NK),Sarjana,45,139,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421009,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,21,70,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,33,68,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421011,PENDIDIKAN TEKNIK ELEKTRONIKA,Sarjana,24,48,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421012,PENDIDIKAN TEKNIK MESIN,Sarjana,30,82,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,33,168,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421014,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,30,389,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421015,ILMU KEOLAHRAGAAN (NK),Sarjana,54,56,Olahraga
UNIVERSITAS NEGERI PADANG,11421016,TEKNIK PERTAMBANGAN (NK),Sarjana,22,740,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421018,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,45,222,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421019,TEKNIK SIPIL,Sarjana,42,520,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421020,STATISTIKA (NK),Sarjana,27,290,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421021,TEKNIK MESIN (NK),Sarjana,30,272,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421023,INFORMATIKA,Sarjana,36,926,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421024,ADMINISTRASI PENDIDIKAN,Sarjana,72,539,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421025,PENDIDIKAN LUAR BIASA,Sarjana,66,238,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421026,TEKNOLOGI PENDIDIKAN,Sarjana,38,183,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421027,PENDIDIKAN NON FORMAL,Sarjana,48,61,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421028,BIMBINGAN DAN KONSELING,Sarjana,66,667,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421029,PSIKOLOGI,Sarjana,56,1099,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421030,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),Sarjana,92,2215,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421031,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,57,343,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421032,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,78,675,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421033,SASTRA INDONESIA,Sarjana,36,102,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421034,PENDD. BHS INGGRIS,Sarjana,60,422,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421035,SASTRA INGGRIS,Sarjana,36,177,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421036,PENDIDIKAN SENI RUPA,Sarjana,39,74,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI PADANG,11421037,PENDIDIKAN SENDRATASIK,Sarjana,45,97,Sendratasik
UNIVERSITAS NEGERI PADANG,11421038,PENDIDIKAN GEOGRAFI,Sarjana,36,275,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421039,PENDIDIKAN SEJARAH,Sarjana,42,320,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421040,PENDIDIKAN SOSIOLOGI,Sarjana,60,499,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421041,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,42,456,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421042,ILMU ADMINISTRASI NEGARA (NK),Sarjana,75,1035,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421043,PENDIDIKAN EKONOMI,Sarjana,54,368,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421044,MANAJEMEN (NK),Sarjana,40,1408,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421045,AKUNTANSI (NK),Sarjana,30,822,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421046,EKONOMI PEMBANGUNAN (NK),Sarjana,48,419,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421047,PENDD. KESEJAHTERAAN KELUARGA,Sarjana,36,317,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421049,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",Sarjana,120,380,Olahraga
UNIVERSITAS NEGERI PADANG,11421050,PENDD. KEPELATIHAN OLAHRAGA,Sarjana,96,262,Olahraga
UNIVERSITAS NEGERI PADANG,11421051,GEOGRAFI (NK),Sarjana,36,171,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421053,DESAIN KOMUNIKASI VISUAL,Sarjana,48,208,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI PADANG,11421054,PENDIDIKAN BAHASA JEPANG,Sarjana,27,101,Tidak Ada
UNIVERSITAS NEGERI PADANG,11421055,PENDIDIKAN MUSIK,Sarjana,21,30,Musik
UNIVERSITAS NEGERI PADANG,11421056,PENDIDIKAN AGAMA ISLAM,Sarjana,42,621,Tidak Ada
